unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,part,aline03
"148511","12183205","0","12183205","0","0","0","2371281","0","2371281","0","0","0","1842187","8910070","10752257","0","466405","466405","240910","844851","1085761","665686","20241315","20907001","2028369","4512286","6540655","394798","0","394798","7480215","0","7480215","362808315","952166","363760481","51348422","169156","51517578","165180895","0","165180895","606544283","36096249","642640532","A","0"
"148575","579686","0","579686","254517","0","254517","146168","0","146168","","","","0","51314","51314","","","","","","","","","","","","","","","","","","","","","","284417","0","284417","","","","1264788","51314","1316102","A",""
"148584","12009225","0","12009225","0","0","0","0","0","0","0","0","0","0","139858","139858","302052","0","302052","0","0","0","340834","62781","403615","0","37726","37726","0","0","0","2158714","0","2158714","0","0","0","147594","864","148458","0","0","0","14958419","241229","15199648","A","0"
"148593","309913","0","309913","329","94","423","680","201","881","2908","0","2908","","3690","3690","409","5700","6109","156","141","297","7482","2073","9555","2525","1056","3581","1832","4","1836","20029","0","20029","0","0","0","5837","788","6625","84","2","86","352184","13749","365933","A",""
"148618","569082","0","569082","","","","","","","","","","","","","0","130926","130926","","","","","","","","","","","","","","","","","","","","","","","","","569082","130926","700008","A",""
"148627","16037600","0","16037600","","","","626731","0","626731","","","","36059","1479921","1515980","0","2430408","2430408","","","","1602018","960995","2563013","142511","68952","211463","","","","1709037","0","1709037","","","","32012","91536","123548","","","","20185968","5031812","25217780","A",""
"148654","5044659","","5044659","","","","17540710","","17540710","","","","210","798910","799120","117835","3090698","3208533","8713","110816","119529","97490","482230","579720","","","","263181","","263181","4092995","","4092995","","","","124386","","124386","","","","27290179","4482654","31772833","A",""
"148672","1420991","0","1420991","207315","0","207315","2356103","0","2356103","1784337","618668","2403005","0","1657039","1657039","0","788087","788087","0","0","0","0","0","0","0","0","0","0","0","0","738121","0","738121","0","0","0","216749","368564","585313","0","0","0","6723616","3432358","10155974","A","0"
"148724","520884","","520884","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","316963","356471","673434","135803","345332","481135","","","","537278","","537278","","","","0","103528","103528","","","","1510928","805331","2316259","A",""
"148821","833755","","833755","5726","","5726","2229752","301019","2530771","658718","208213","866931","","1279336","1279336","","","","","","","0","","0","","","","12445","","12445","0","","0","0","","0","265718","19101","284819","0","","0","4006114","1807669","5813783","A",""
"148849","552978","0","552978","","","","","","","","","","6404","228333","234737","10994","93900","104894","","","","119587","96349","215936","38071","0","38071","36291","0","36291","77804","0","77804","","","","21582","0","21582","","","","863711","418582","1282293","A",""
"148876","3583896","0","3583896","","","","","","","","","","0","2724663","2724663","140744","3503154","3643898","","","","3000","11337","14337","","","","","","","599982","0","599982","","","","79159","0","79159","","","","4406781","6239154","10645935","A",""
"148885","792862","0","792862","","","","","","","","","","","","","","","","","","","63473","99102","162575","","","","","","","1275668","0","1275668","","","","2623521","99","2623620","","","","4755524","99201","4854725","A",""
"148937","1189255","2110464","3299719","134424","80108","214532","3972071","0","3972071","686148","142258","828406","5125","1638167","1643292","","1855574","1855574","0","0","0","983","53740","54723","","","","12064","40197","52261","446990","111","447101","","","","130703","24698","155401","","","","6577763","5945317","12523080","A","105202"
"148982","453123","0","453123","0","6825","6825","","","","","","","","","","","","","","","","1231722","234788","1466510","7149","570600","577749","159218","1434","160652","140875","0","140875","","","","17709","0","17709","","","","2009796","813647","2823443","A",""
"148991","1345156","0","1345156","57451","0","57451","1951166","0","1951166","887131","0","887131","","962001","962001","","977200","977200","","","","","","","","","","","","0","658433","0","658433","","","0","58803","251912","310715","","164135","164135","4958140","2355248","7313388","A",""
"149019","1209685","0","1209685","1469","0","1469","43856","0","43856","0","0","0","0","137617","137617","0","0","0","0","0","0","283496","14900","298396","12073","27827","39900","0","0","0","83418","0","83418","0","0","0","32941","0","32941","","","","1666938","180344","1847282","A",""
"149170","578814","","578814","","","","3701113","","3701113","","","","","1871482","1871482","","462899","462899","","","","","","","","","","","","","","","","","","","5426","","5426","","","","4285353","2334381","6619734","A",""
"149222","52717522","0","52717522","0","0","0","122818478","0","122818478","0","0","0","1761919","20907502","22669421","721889","15597815","16319704","747301","6901775","7649076","518418","6080179","6598597","0","50995","50995","37087629","0","37087629","28926834","0","28926834","0","0","0","846873","0","846873","0","0","0","246146863","49538266","295685129","A","0"
"149231","17875780","0","17875780","0","0","0","50044253","0","50044253","0","0","0","341254","9150210","9491464","97207","2618756","2715963","20878","462251","483129","57817","1012324","1070141","0","0","0","4571454","0","4571454","9378104","0","9378104","0","0","0","119888","0","119888","0","0","0","82506635","13243541","95750176","A","0"
"149310","18257","250597","268854","0","200000","200000","","","","","","","0","346696","346696","","","","","","","","","","","","","","","","","","","","","","","","","","","","18257","797293","815550","A",""
"149329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A",""
"149365","5861209","","5861209","8347","","8347","4886070","","4886070","4591315","1657893","6249208","","1235680","1235680","577656","1260075","1837731","","","","","","","","","","","","","1687882","","1687882","","","","454777","","454777","","","","18067256","4153648","22220904","A",""
"149505","4333096","0","4333096","","","","103171","0","103171","","","","0","264020","264020","0","414816","414816","","","","929633","280033","1209666","30984","0","30984","","","","1300989","0","1300989","","","","106417","14315","120732","","","","6804290","973184","7777474","A",""
"149514","5831131","0","5831131","","","","","","","","","","0","734529","734529","0","567383","567383","","","","805587","32141","837728","52266","0","52266","","","","1967337","0","1967337","","","0","355918","171772","527690","","","","9012239","1505825","10518064","A",""
"149523","5867097","0","5867097","","","","","","","","","","0","17558","17558","","","","","","","1931721","75724","2007445","22417","0","22417","","","","1783373","0","1783373","","","","311630","486394","798024","","","","9916238","579676","10495914","A",""
"149532","13377229","1800","13379029","117375","0","117375","8824065","0","8824065","13119917","1805427","14925344","0","4548604","4548604","0","2033527","2033527","0","0","0","0","110825","110825","0","0","0","99107","0","99107","3885903","0","3885903","0","0","0","1443893","158412","1602305","0","0","0","40867489","8658595","49526084","A","117375"
"149587","4826359","","4826359","","","0","40182513","","40182513","","","0","413725","990738","1404463","37533","1668463","1705996","","","0","858775","1025896","1884671","32451","79423","111874","8763763","","8763763","","","0","","","0","3487774","","3487774","","","0","58602893","3764520","62367413","A",""
"149639","934503","","934503","","","","","","","","","","","43235","43235","","91608","91608","","","","124939","11891","136830","","","","52593","","52593","14326","","14326","","","","22909","","22909","","","","1149270","146734","1296004","A",""
"149727","3427757","","3427757","59539","","59539","2849221","","2849221","5450990","922716","6373706","","1354941","1354941","","546936","546936","","","","","","","","","","","","","1234486","","1234486","","","","727424","229586","957010","","","","13749417","3054179","16803596","A","57839"
"149763","60828","0","60828","","","","","","","","","","","","","7250","0","7250","","","","0","171443","171443","","","","","","","","","","","","","461404","0","461404","","","","529482","171443","700925","A",""
"149772","25363206","","25363206","","","","46271308","","46271308","","","","","8371678","8371678","","1115202","1115202","","68386","68386","","487537","487537","","","","9555611","","9555611","28951955","","28951955","","","","1520565","261349","1781914","","","","111662645","10304152","121966797","A",""
"149781","22260324","15000","22275324","","","","","","","","","","0","907649","907649","","","","","","","2864268","2950849","5815117","2938042","1917488","4855530","","","","9910092","0","9910092","","","","1535814","338035","1873849","","","","39508540","6129021","45637561","A",""
"149842","10259765","896748","11156513","","","","279490","","279490","20749939","1037366","21787305","","875255","875255","7498295","1498807","8997102","","","","","456665","456665","","","","22783","","22783","4148109","","4148109","","","","2336132","374544","2710676","","2477487","2477487","45294513","7616872","52911385","A",""
"150048","682311","0","682311","0","10798","10798","","","","","","","0","293168","293168","","","","","","","79568","5372","84940","31496","4430","35926","","","","93903","0","93903","","","","9431","3041","12472","156187","0","156187","1052896","316809","1369705","A",""
