unitid,b011,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072",b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,"xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"172200","12661839","33667898","2472309","0","2472309","0","0","0","0","0","0","33302951","2837256","36140207","16349944","4955795","0","0","21305739","605535","106969","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"306751","12968590","8771412","153994","0","153994","101805","404859","144206","549065","86599","4391592","355730","4747322","2653257","3506190","232043","3738233","1547865","3797271","400","3797671","1658191","3929420","0","3929420","1530815","348903","1776764","2125667","200000","0","200000","1436574","21362","1457936","30830642","2837256",10,10,10,10,10,10,21,21,21,11,11,10,10,10,10,11,11,18,10,10,10,10,10,10,10,10,10,11,11,18,10,10,10,10,10,10,10,10,13,13,10,10
"172264","3498835","12821007","1021525","0","1021525","0","0","0","0","0","0","11283170","2559362","13842532","5420714","1247356","0","0","6668070","384657","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,"138510","3637345","2862104","0","0","0","0","0","317003","317003","163293","1145128","22820","1167948","647716","1935978","9457","1945435","805561","1608366","25071","1633437","754570","611109","2570","613679","187470","822842","2043931","2866773","0","0","0","639387","0","639387","10261645","2559362",10,10,10,10,10,10,10,10,10,13,13,13,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,18,18,18,10,13,13,18,10,13,13,13,13,13,13
"172291","6892056","16991671","1298859","0","1298859","0","0","0","0","0","0","15573926","2716604","18290530","8988182","2598885","0","0","11587067","516393","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"223324","7115380","5176234","0","0","0","0","13617","0","13617","10023","2341936","227507","2569443","1590275","1363833","309120","1672953","865630","1728351","7453","1735804","711847","1652028","15395","1667423","634173","50717","1933805","1984522","48233","0","48233","184296","0","184296","14275067","2716604",10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,10,10,10,10,10,13,13,10,10
"172307","3507583","12388381","726099","0","726099","0","0","0","0","0","0","10179935","2934545","13114480","4535059","1207576","0","0","5742635","163121","0","0","0","0","0","0",10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,"1436965","4944548","2320994","0","0","0","0","548610","0","548610","276748","1009313","0","1009313","643542","1135718","0","1135718","504687","1179588","0","1179588","489749","769782","0","769782","299339","187036","1497580","1684616","202834","0","202834","913372","0","913372","9453836","2934545",10,10,10,10,10,10,11,11,11,11,11,11,10,10,10,11,11,11,11,10,11,10,10,10,10,10,10,11,11,11,18,10,10,10,18,10,10,10,13,13,10,10
"172334","5928656","17265444","2067689","2158","2069847","0","0","0","0","0","0","16157486","3177805","19335291","7201247","1455187","0","0","8656434","341219","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"9484","5938140","3554588","0","0","0","0","0","0","0","0","1520114","57447","1577561","708267","575531","42726","618257","345185","3624415","41920","3666335","2290297","928212","27222","955434","302910","1546119","2996848","4542967","0","0","0","-33250","0","-33250","14089797","3175647",10,10,10,10,10,10,10,10,10,13,13,13,10,13,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"172440","1729151","9190910","1133384","0","1133384","0","0","0","0","0","0","7572317","2751977","10324294","3554939","903786","0","0","4458725","128342","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,10,10,10,10,10,"0","1729151","1323405","0","0","0","0","0","0","0","0","350794","0","350794","242844","1633866","170054","1803920","1004851","1587281","341439","1928720","729327","662029","0","662029","254512","0","2240484","2240484","475812","0","475812","0","0","0","6438933","2751977",10,10,10,13,10,10,13,11,11,10,13,10,13,13,13,10,11,11,10,13,10,13,13,13,13,13,13,10,11,11,10,10,13,13,10,10,13,13,13,13,13,13
"172477","4653150","12544428","876151","0","876151","0","0","0","0","0","0","13114952","305627","13420579","6985340","1335016","0","0","8320356","1123194","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,13,10,10,10,13,10,10,10,13,"247598","4900748","3620086","0","0","0","0","430748","43100","473848","389090","1650549","0","1650549","1031246","584703","0","584703","446928","1669019","0","1669019","735735","2458196","0","2458196","762255","792436","14929","807365","0","0","0","0","0","0","12238801","305627",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"172608","1746934","10648905","694509","0","694509","0","0","0","0","0","0","10200941","1142473","11343414","4467891","1041246","0","0","5509137","441818","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"0","1746934","1746934","0","0","0","0","0","0","0","0","1506293","31576","1537869","504679","1758033","33603","1791636","851461","2971370","0","2971370","988983","1111837","0","1111837","375834","64798","1077294","1142092","347167","0","347167","0","0","0","9506432","1142473",10,10,10,10,10,10,10,10,10,10,13,18,13,13,13,10,18,18,10,10,10,13,13,13,13,13,13,10,18,18,10,10,13,13,10,10,13,13,13,13,13,13
"172617","15247342","35422225","0","0","0","0","0","0","0","0","0","31877431","3544794","35422225","19329019","144755","0","5510794","24984568","310153","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,"115985","15363327","10921738","0","0","0","0","175779","59566","235345","137372","3710984","596427","4307411","2400573","3100153","586395","3686548","2174572","5091228","54000","5145228","2254956","3559410","0","3559410","1439808","286607","2443349","2729956","0","0","0","705928","-310928","395000","31877431","3544794",10,10,10,10,10,10,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,13,13,10,10
"171304","7462648","17308904","1358004","0","1358004","0","0","0","23270","0","23270","15971696","2718482","18690178","8895182","2887385","0","0","11782567","526767","0","112748","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,18,10,10,10,"334297","7796945","5313261","0","0","0","0","162871","30438","193309","107015","1912827","0","1912827","1189591","1901710","364745","2266455","1232903","1128932","0","1128932","410510","1252357","9576","1261933","641902","147797","1979426","2127223","0","0","0","621280","0","621280","14590422","2718482",10,10,10,10,10,10,10,11,11,11,11,18,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,13,13,10,10
"171395","2525807","7435587","0","0","0","0","0","0","0","0","0","6025337","1410250","7435587","2933476","920094","0","0","3853570","5355","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,"68692","2594499","1676610","0","0","0","0","0","0","0","0","680884","15000","695884","349518","1320923","18446","1339369","315034","768190","13500","781690","337246","500105","1500","501605","255068","22075","1136712","1158787","0","0","0","207353","156400","363753","6025337","1410250",10,10,10,10,10,10,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,13,13,10,10
"171456","23394664","78143560","13577501","239369","13816870","0","0","0","0","0","0","78674024","13286406","91960430","35004091","10933037","0","0","45937128","1814143","531264","756397","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1191547","24586211","16852070","928678","117563","1046241","745830","2836046","3309050","6145096","2632231","5256989","88854","5345843","3010409","6552498","1097420","7649918","4001420","7453141","127585","7580726","4650322","7255316","40245","7295561","3111809","2334337","6110451","8444788","6016","0","6016","9078838","964322","10043160","65096523","13047037",10,10,10,10,10,10,10,10,10,11,13,10,10,10,10,11,18,10,10,10,10,13,13,13,13,13,13,11,18,10,10,10,13,13,10,10,10,10,13,13,13,13
"171483","7819046","22358975","3318692","0","3318692","0","0","0","11509","485548","497057","21742365","4432359","26174724","9739669","2942833","0","0","12682502","353990","93503","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"252224","8071270","5201952","0","0","0","0","0","26903","26903","14631","2034412","301168","2335580","1190000","4651272","633350","5284622","1730597","2095842","21248","2117090","888877","1924955","0","1924955","713612","98451","2706601","2805052","443503","0","443503","-655317","5317","-650000","18412164","3946811",10,10,10,10,10,10,21,21,21,10,10,10,10,10,10,18,18,18,11,10,11,10,10,10,10,10,10,11,18,11,10,10,10,11,18,10,10,10,13,13,10,10
"171492","7150445","25293209","2742075","0","2742075","0","0","0","0","0","0","25489241","2546043","28035284","7054794","1722542","0","0","8777336","277981","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,11,13,"0","7150445","3198586","0","0","0","0","0","0","0","0","277981","0","277981","127122","1348858","0","1348858","533496","7238367","0","7238367","2718996","1661878","0","1661878","476594","2876621","2546043","5422664","0","0","0","2193016","0","2193016","22747166","2546043",11,10,10,13,10,10,10,11,11,13,13,13,10,13,10,11,11,11,10,13,10,13,13,13,13,13,13,11,11,11,10,10,13,13,10,10,13,13,13,13,13,13
"171535","33082549","82732586","5563302","0","5563302","0","0","0","0","0","0","81538095","6757793","88295888","43164022","13741110","0","0","56905132","2392078","0","30000","0","0","0","0",10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,10,10,10,10,10,"1329436","34411985","22691291","0","0","0","0","25521","0","25521","7897","9407008","439728","9846736","5757792","13069621","466044","13535665","5584926","9332505","15019","9347524","4710431","9544846","0","9544846","4411685","211203","4531474","4742677","0","0","0","1301540","-23908","1277632","75974793","6757793",10,10,11,10,11,10,21,21,21,11,11,18,10,10,10,18,18,18,10,10,10,10,10,10,10,10,10,18,18,18,10,10,10,10,10,10,10,10,13,13,10,10
"171571","33383000","79877000","17143000","0","17143000","0","0","0","0","0","0","87511000","9509000","97020000","45112000","13087000","0","0","58199000","2516000","338000","-526000","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,"1435000","34818000","24626000","1230000","3639000","4869000","3136000","714000","309000","1023000","562000","6646000","149000","6795000","3627000","6112000","211000","6323000","3947000","10385000","0","10385000","6221000","6398000","0","6398000","2993000","1851000","2708000","4559000","185000","0","185000","3464000","1058000","4522000","70368000","9509000",18,10,10,13,10,10,10,10,10,10,13,10,10,10,10,10,18,18,10,13,10,13,13,13,13,13,13,10,18,18,10,10,10,10,10,10,10,10,13,13,13,13
"171599","1594785","7959251","1349811","20866","1370677","0","0","0","0","0","0","7951147","1378781","9329928","3260354","804857","0","0","4065211","198878","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"147085","1741870","1371949","0","0","0","0","0","0","0","0","253537","33815","287352","168392","730964","43982","774946","528060","2190831","25483","2216314","794894","866084","657","866741","397059","950115","1106893","2057008","15020","0","15020","0","0","0","6601336","1357915",10,10,10,10,10,10,10,10,10,11,13,10,13,13,13,11,18,10,10,10,10,13,13,13,13,13,13,11,18,10,10,10,13,13,10,10,13,13,13,13,13,13
"171881","531268","2108376","258684","0","258684","0","0","0","0","0","0","1816026","551034","2367060","961710","40063","0","164892","1166665","19221","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"29766","561034","439452","0","0","0","0","0","0","0","0","292369","1967","294336","176521","123983","250","124233","84293","422006","44743","466749","163523","185398","12945","198343","97921","2318","461363","463681","0","0","0","0","0","0","1557342","551034",10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,16,13,13,13,13,13,13
"172033","438964","2068722","0","0","0","0","0","0","0","0","0","2044134","24588","2068722","823288","273637","0","0","1096925","262091","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","438964","319516","0","0","0","0","0","0","0","0","460917","0","460917","236992","292944","0","292944","163287","240725","0","240725","103493","610584","0","610584","0","0","24588","24588","0","0","0","0","0","0","2044134","24588",10,10,10,13,10,13,13,10,10,13,13,13,13,13,13,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"177135","3355835","6608574","1256439","0","1256439","0","0","0","0","0","0","6962299","902714","7865013","3020833","496993","0","0","3517826","143015","0","0","0","0","0","0",10,13,10,10,13,13,13,13,10,13,10,10,10,13,10,10,10,13,10,10,10,13,"0","3355835","2238989","0","0","0","0","100412","0","100412","26999","194066","0","194066","122549","261249","0","261249","200601","408246","0","408246","224038","632289","0","632289","207657","318361","902714","1221075","435402","0","435402","0","0","0","5705860","902714",10,10,10,13,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13
"176600","450710","1015158","0","0","0","0","0","0","0","0","0","1011483","3675","1015158","659959","14674","0","0","674633","11518","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,13,10,13,"0","450710","418675","0","0","0","0","0","0","0","0","264598","0","264598","198731","10027","0","10027","0","103309","0","103309","42553","99247","0","99247","0","42424","3675","46099","0","0","0","41168","0","41168","1011483","3675",10,10,10,13,10,13,10,10,10,13,13,13,10,13,10,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"176619","735488","1987599","80777","0","80777","0","0","0","0","0","0","1995687","72689","2068376","995913","216290","0","0","1212203","193637","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"4182","739670","491336","0","0","0","0","0","0","0","0","193637","23487","217124","87263","166242","0","166242","74133","641824","1913","643737","315959","102790","0","102790","27222","22925","63242","86167","3828","0","3828","48176","-20135","28041","1914910","72689",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,13,13,10,10,10,10
"176628","2708602","7531318","958430","7892","966322","0","0","0","0","0","0","7440949","1056691","8497640","3824829","697976","0","0","4522805","147205","81587","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"218313","2926915","2214118","0","0","0","0","0","0","0","0","132803","14402","147205","110855","933425","112883","1046308","658341","1497449","68237","1565686","719243","354912","622","355534","122272","794893","634342","1429235","60435","0","60435","0","0","0","6482519","1048799",10,10,10,10,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"176637","1067717","2693356","0","0","0","0","0","0","0","0","0","2693356","0","2693356","1135210","306174","0","0","1441384","0","0","0","0","0","0","0",16,13,16,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,13,"0","1067717","792244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","959980","0","959980","297622","665659","0","665659","45344","0","0","0","0","0","0","0","0","0","2693356","0",16,16,16,13,16,16,13,13,13,13,13,13,13,13,13,16,13,16,13,13,13,13,13,13,13,13,13,10,13,10,10,10,13,13,10,13,13,13,13,13,13,13
"176646","126769","786881","","","","","","","","","","596816","190065","786881","264323","","","","264323","66257","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"","126769","126769","","","","","","","","","469423","","469423","137554","","","","","","","","","","","","","624","190065","190689","","","","","","","596816","190065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"176664","983284","6725395","1049216","0","1049216","0","0","0","0","0","0","6838839","935772","7774611","1962742","335088","0","0","2297830","208798","0","0","0","0","0","0",16,13,16,16,13,13,13,13,16,13,16,16,16,13,16,16,16,13,16,16,16,13,"0","983284","645413","0","0","0","0","263748","0","263748","160557","363667","0","363667","250204","469758","0","469758","323132","962091","0","962091","361579","774475","0","774475","221857","1379440","908927","2288367","593160","26845","620005","0","0","0","5789623","935772",16,16,16,13,16,16,16,16,16,16,16,16,13,13,13,16,16,16,16,13,16,10,10,10,10,10,10,10,10,10,10,10,13,13,10,16,13,13,10,10,10,10
