unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b235,b245,b255,b265,b275,bline05,bline14,bline15,bline17,bline20,bline21,bline18,part
"231703","549863","9512","559375","414041","","","","","","","","","259966","24385","284351","101563","178001","6302","184303","74402","402180","9397","411577","312947","210238","10538","220776","93342","0","67825","67825","95249","0","95249","","","","1695497","127959","1823456","531986","25870","557856","","","","","","","2227483","153829","2381312","996295","104289","","","1100584","112958","","","","","","","B"
"231712","8873595","57294","8930889","6690305","0","347804","347804","234786","133254","550","133804","63559","1963005","173951","2136956","1037688","1536640","55043","1591683","889379","2425907","1932","2427839","1443294","1198864","0","1198864","550402","81006","1334700","1415706","0","67857","67857","0","3556","3556","16212271","2042687","18254958","3627326","0","3627326","","","","","","","19839597","2042687","21882284","10909413","2902730","","","13812143","1125565","2856","","","","","","B"
"231785","569997","0","569997","210535","78023","0","78023","61478","","","","","734967","0","734967","374937","1029774","0","1029774","364539","552864","0","552864","71804","358703","0","358703","8074","","","","","","","","","","3324328","0","3324328","","","","","","","","","","3324328","0","3324328","1091367","76420","","","1167787","262342","","","","","","","B"
"231794","866844","0","866844","415041","75724","0","75724","61396","","","","","418909","0","418909","114368","1233643","0","1233643","385535","1149176","0","1149176","74190","353409","0","353409","7190","","","","","","","","","","4097705","0","4097705","","","","","","","","","","4097705","0","4097705","1057720","81705","","","1139425","226701","","","","","","","B"
"231819","633321","0","633321","337720","40663","0","40663","31750","","","","","267916","0","267916","62061","673799","0","673799","199749","590639","0","590639","38281","214686","0","214686","0","","","","","","","","","","2421024","0","2421024","","","","","","","","","","2421024","0","2421024","669561","61586","","","731147","151787","","","","","","","B"
"231828","520736","0","520736","242485","25536","0","25536","22699","","","","","205405","0","205405","56428","558690","0","558690","180461","574053","0","574053","28075","175574","0","175574","833","","","","","","","","","","2059994","0","2059994","","","","","","","","","","2059994","0","2059994","530981","41262","","","572243","115961","","","","","","","B"
"231837","976185","0","976185","745803","","","","","","","","","109603","0","109603","68797","188118","0","188118","144596","877514","0","877514","311709","","","","","0","441374","441374","","","","185760","0","185760","2337180","441374","2778554","82460","0","82460","","","","","","","2419640","441374","2861014","1270905","97224","","","1368129","109603","","","","","","","B"
"231873","2049704","513542","2563246","1865554","","","","","10637","0","10637","3458","281698","0","281698","183805","308793","42868","351661","263364","864151","0","864151","509570","457133","0","457133","181942","694","524898","525592","","","","0","1000","1000","3972810","1082308","5055118","256419","0","256419","","","","","","","4229229","1082308","5311537","3007693","794278","","","3801971","189721","","","","","","","B"
"231882","3992510","254857","4247367","3284930","","","","","11509","90069","101578","6382","817898","0","817898","567943","532549","44716","577265","430197","1126823","2150","1128973","552047","476987","0","476987","101617","172","775647","775819","","","","100276","0","100276","7058724","1167439","8226163","368128","0","368128","","","","","","","7426852","1167439","8594291","4943116","1281745","","","6224861","272929","","","","","","","B"
"231970","22680432","1259971","23940403","15321858","60000","9543762","9603762","4388919","354729","715308","1070037","594941","3199088","121678","3320766","1663704","509120","0","509120","243359","3704675","0","3704675","1963478","4893830","0","4893830","1507300","133000","0","133000","261141","0","261141","2641142","0","2641142","38437157","11640719","50077876","1434628","0","1434628","","","","","","","39871785","11640719","51512504","25683559","5698068","28266","35197","31445090","1016746","","","","","","","B"
"231989","391117","0","391117","343720","","","","","1100","0","1100","0","82920","0","82920","77900","159300","0","159300","109430","123800","0","123800","95886","91772","0","91772","1000","31500","246558","278058","","","","","","","881509","246558","1128067","","","","","","","","","","881509","246558","1128067","627936","113932","","","741868","10050","","","","","","","B"
"232025","3136211","0","3136211","2129660","100705","41867","142572","0","","","","","699284","0","699284","348575","883346","0","883346","452927","1684729","0","1684729","759721","1203357","0","1203357","445270","533702","777047","1310749","125883","0","125883","","","","8367217","818914","9186131","2622524","0","2622524","","","","","","","10989741","818914","11808655","4136153","937891","115646","","5189690","512869","41567","","","","","","B"
"232043","3533782","292313","3826095","2165733","","","","","174654","49591","224245","40774","845957","73841","919798","491668","1196636","270386","1467022","599271","1640751","76387","1717138","672771","747926","79464","827390","444051","991283","1539396","2530679","5572","0","5572","429899","-66022","363877","9566460","2315356","11881816","1342327","83681","1426008","","","","","","","10908787","2399037","13307824","4414268","1085900","","","5500168","351354","","","","","","","B"
"232052","855347","526042","1381389","934116","","","","","0","1366","1366","0","218234","8594","226828","145657","169235","8077","177312","126896","553542","3994","557536","360879","197370","113","197483","79819","2903","252447","255350","","","","","","","1996631","800633","2797264","114117","0","114117","","","","","","","2110748","800633","2911381","1647367","413702","","","2061069","55522","","","","","","","B"
"232089","2953483","232283","3185766","2658072","","","","","","","","","507229","21706","528935","262907","1741312","52241","1793553","941428","2416518","29956","2446474","941763","865886","11680","877566","348148","679361","2270639","2950000","37115","0","37115","251849","21987","273836","9452753","2640492","12093245","3596073","59566","3655639","","","","","","","13048826","2700058","15748884","5152318","1022432","","","6174750","374862","105773","","","","","","B"
"232186","51356389","7048930","58405319","44493986","1073002","8488917","9561919","5532651","236664","2679751","2916415","1893643","12104827","41137","12145964","6219854","4070447","63537","4133984","2703191","17713059","23604","17736663","9966744","8413049","0","8413049","2536956","1884923","3774196","5659119","0","8301","8301","","","","96852360","22128373","118980733","36410580","33698","36444278","","","","","","","133262940","22162071","155425011","73347025","18092622","","","91439647","4958709","7954494","2972242","","","","","B"
"232195","2317693","124457","2442150","1823554","","","","","26590","46434","73024","4478","566538","0","566538","388626","382457","13210","395667","272904","1009127","0","1009127","534843","299001","0","299001","100696","2059","257073","259132","","","","","","","4603465","441174","5044639","","","","","","","","","","4603465","441174","5044639","3125101","799575","","","3924676","124117","","","","","","","B"
"232256","4361081","272363","4633444","3300383","0","3518","3518","0","","","","","938139","54834","992973","396391","2428720","49288","2478008","1066181","2580032","115672","2695704","1225004","2243616","8642","2252258","953246","1562427","1368768","2931195","4675","0","4675","712014","-116267","595747","14830704","1756818","16587522","3067747","8275","3076022","","","","","","","17898451","1765093","19663544","6941205","1528673","","","8469878","688252","","","","","","","B"
"232265","10163123","5597888","15761011","12363066","113347","4785437","4898784","1756247","588354","1223518","1811872","707800","2810801","164598","2975399","1340308","3621089","117621","3738710","1813990","8591078","282508","8873586","3610740","9872079","0","9872079","3111655","1059215","3990661","5049876","1306714","0","1306714","879761","0","879761","39005561","16162231","55167792","8728531","0","8728531","","","","","","","47734092","16162231","63896323","24703806","3305817","","","28009623","1609659","","1200500","","","","","B"
"232308","5723341","592615","6315956","3834923","0","85190","85190","0","329999","0","329999","62710","651042","505972","1157014","615503","1526125","0","1526125","936007","2355975","0","2355975","1249684","1490914","91913","1582827","1108688","1868478","971529","2840007","","","","169664","0","169664","14115538","2247219","16362757","3498201","0","3498201","","","","","","","17613739","2247219","19860958","7807515","1577287","","","9384802","667679","","","","","","","B"
"232362","244089","0","244089","65967","2046067","0","2046067","1488049","","","","","527222","0","527222","263902","27130","0","27130","0","809042","0","809042","282405","404910","0","404910","117538","0","224996","224996","0","860029","860029","","","","4058460","1085025","5143485","","","","","","","","","","4058460","1085025","5143485","2217861","408965","","","2626826","24081","","","","","","","B"
"232414","10840209","436623","11276832","8869251","","","","","30009","0","30009","0","2547073","0","2547073","1937872","1724296","208089","1932385","1388890","3615110","0","3615110","1841820","2030195","0","2030195","520203","19392","1910475","1929867","","","","25750","0","25750","20832034","2555187","23387221","","","","","","","","","","20832034","2555187","23387221","14558036","3386733","","","17944769","849171","","","","","","","B"
